Title,Geographic,Industry,Profession,Ticker,Keyword,Competitor Ticker,Competitor Keyword,Broadcast Keyword,Finance Keyword,Bing Keyword,Blog Keyword,Twitter
ALGONQUIN POWER & UTILITIES,Canada,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking",TSE:AQN,"TSE:AQN,""ALGONQUIN POWER & UTILITIES""","HKG:0182,TSE:NPI,NZE:TPW","0182.HK,NPI.TO,TPW.NZ",ALGONQUIN POWER & UTILITIES,TSE:AQN,"TSE:AQN,ALGONQUIN POWER & UTILITIES","TSE:AQN,ALGONQUIN POWER & UTILITIES",AQN.TO
JSW ENERGY,India,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking",NSE:JSWENERGY,"NSE:JSWENERGY,""JSW ENERGY""","NZE:CEN,NSE:BFUTILITIE,NSE:IBPOW,NSE:NHPC","CEN.NZ,BFUT.NS,INDP.NS,NHPC.NS",JSW ENERGY,NSE:JSWENERGY,"NSE:JSWENERGY,JSW ENERGY","NSE:JSWENERGY,JSW ENERGY",JSWE.NS
INNERGEX RENEWABLE ENERGY,Canada,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking",TSE:INE,"TSE:INE,""INNERGEX RENEWABLE ENERGY""","HKG:0182,TSE:NPI,NZE:TPW","0182.HK,NPI.TO,TPW.NZ",INNERGEX RENEWABLE ENERGY,TSE:INE,"TSE:INE,INNERGEX RENEWABLE ENERGY","TSE:INE,INNERGEX RENEWABLE ENERGY",INE.TO
CHINA DATANG CORP RENEWABLE POWER,Hong Kong,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking",HKG:1798,"HKG:1798,""CHINA DATANG CORP RENEWABLE POWER""","NZE:TPW,ELI:EDPR,NZE:CEN,NSE:BFUTILITIE,NSE:IBPOW","TPW.NZ,EDPR.LS,CEN.NZ,BFUT.NS,INDP.NS",CHINA DATANG CORP RENEWABLE POWER,HKG:1798,"HKG:1798,CHINA DATANG CORP RENEWABLE POWER","HKG:1798,CHINA DATANG CORP RENEWABLE POWER",1798.HK
CHINA HONGQIAO ,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking",HKG:1378,"HKG:1378,""CHINA HONGQIAO ""","NYSE:AA,HKG:1333,HKG:1208","$AA,1333.HK,1208.HK",CHINA HONGQIAO ,HKG:1378,"HKG:1378,CHINA HONGQIAO ","HKG:1378,CHINA HONGQIAO ",1378.HK
ALUMINA,Australia,Basic Materials,"Asset Management,Debt,Equities,Investment Banking",ASX:AWC,"ASX:AWC,""ALUMINA""","NYSE:AA,HKG:1333,HKG:1208","$AA,1333.HK,1208.HK",ALUMINA,ASX:AWC,"ASX:AWC,ALUMINA","ASX:AWC,ALUMINA",AWC.AX
ALUMINUM CORPORATION OF CHINA,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking",HKG:2600,"HKG:2600,""ALUMINUM CORPORATION OF CHINA""","HKG:1333,HKG:1208,HKG:1378","1333.HK,1208.HK,1378.HK",ALUMINUM CORPORATION OF CHINA,HKG:2600,"HKG:2600,ALUMINUM CORPORATION OF CHINA","HKG:2600,ALUMINUM CORPORATION OF CHINA",2600.HK
MINMETALS RESOURCES,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking",HKG:1208,"HKG:1208,""MINMETALS RESOURCES""","ASX:AWC,NYSE:AA,HKG:1333,HKG:1378","AWC.AX,$AA,1333.HK,1378.HK",MINMETALS RESOURCES,HKG:1208,"HKG:1208,MINMETALS RESOURCES","HKG:1208,MINMETALS RESOURCES",1208.HK
CHINA ZHONGWANG ,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking",HKG:1333,"HKG:1333,""CHINA ZHONGWANG ""","ASX:AWC,NYSE:AA,HKG:1208,HKG:1378","AWC.AX,$AA,1208.HK,1378.HK",CHINA ZHONGWANG ,HKG:1333,"HKG:1333,CHINA ZHONGWANG ","HKG:1333,CHINA ZHONGWANG ",1333.HK
NIPPON LIGHT METAL,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking",TYO:5701,"TYO:5701,""NIPPON LIGHT METAL""","ASX:AWC,NYSE:AA,HKG:1333","AWC.AX,$AA,1333.HK",NIPPON LIGHT METAL,TYO:5701,"TYO:5701,NIPPON LIGHT METAL","TYO:5701,NIPPON LIGHT METAL",5701.T
UNITED COMPANY RUSAL ,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking",HKG:0486,"HKG:0486,""UNITED COMPANY RUSAL ""","HKG:1333,HKG:1208,HKG:1378","1333.HK,1208.HK,1378.HK",UNITED COMPANY RUSAL ,HKG:0486,"HKG:0486,UNITED COMPANY RUSAL ","HKG:0486,UNITED COMPANY RUSAL ",0486.HK
FURUKAWA SKY ALUMINUM,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking",TYO:5741,"TYO:5741,""FURUKAWA SKY ALUMINUM""","ASX:AWC,NYSE:AA,HKG:1333","AWC.AX,$AA,1333.HK",FURUKAWA SKY ALUMINUM,TYO:5741,"TYO:5741,FURUKAWA SKY ALUMINUM","TYO:5741,FURUKAWA SKY ALUMINUM",5741.T
ALCOA,United States,Technology,"Asset Management,Debt,Equities,Investment Banking",NYSE:AA,"NYSE:AA,""ALCOA""","ASX:AWC,HKG:1333,HKG:1208,HKG:1378","AWC.AX,1333.HK,1208.HK,1378.HK",ALCOA,NYSE:AA,"NYSE:AA,ALCOA","NYSE:AA,ALCOA",$AA
NATIONAL ALUMINIUM COMPANY,India,Technology,"Asset Management,Debt,Equities,Investment Banking",NSE:NATIONALUM,"NSE:NATIONALUM,""NATIONAL ALUMINIUM COMPANY""","HKG:1333,HKG:1208,HKG:1378","1333.HK,1208.HK,1378.HK",NATIONAL ALUMINIUM COMPANY,NSE:NATIONALUM,"NSE:NATIONALUM,NATIONAL ALUMINIUM COMPANY","NSE:NATIONALUM,NATIONAL ALUMINIUM COMPANY",NALU.NS
LUK FOOK ,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking",HKG:0590,"HKG:0590,""LUK FOOK ""","HKG:0891,HKG:3389,NYSE:JWN,HKG:0330,NYSE:LTD","0891.HK,3389.HK,$JWN,0330.HK,$LTD",LUK FOOK ,HKG:0590,"HKG:0590,LUK FOOK ","HKG:0590,LUK FOOK ",0590.HK
HALLENSTEIN GLASSON ,New Zealand,Technology,"Asset Management,Debt,Equities,Investment Banking",NZE:HLG,"NZE:HLG,""HALLENSTEIN GLASSON ""","NASDAQ:JOSB,NYSE:PSS,NYSE:GCO","$JOSB,$PSS,$GCO",HALLENSTEIN GLASSON ,NZE:HLG,"NZE:HLG,HALLENSTEIN GLASSON ","NZE:HLG,HALLENSTEIN GLASSON ",HLG.NZ
MICHAEL HILL INTERNATIONAL,New Zealand,Technology,"Asset Management,Debt,Equities,Investment Banking",NZE:MHI,"NZE:MHI,""MICHAEL HILL INTERNATIONAL""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS","HLG.NZ,$JOSB,$PSS",MICHAEL HILL INTERNATIONAL,NZE:MHI,"NZE:MHI,MICHAEL HILL INTERNATIONAL","NZE:MHI,MICHAEL HILL INTERNATIONAL",MHI.NZ
GENESCO,United States,Technology,"Asset Management,Debt,Equities,Investment Banking",NYSE:GCO,"NYSE:GCO,""GENESCO""","NASDAQ:JOSB,NYSE:PSS,NYSE:ARO,NYSE:SKS,NYSE:BKE","$JOSB,$PSS,$ARO,$SKS,$BKE",GENESCO,NYSE:GCO,"NYSE:GCO,GENESCO","NYSE:GCO,GENESCO",$GCO
YOOX,Italy,Technology,"Asset Management,Debt,Equities,Investment Banking",BIT:YOOX,"BIT:YOOX,""YOOX""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS","HLG.NZ,$JOSB,$PSS",YOOX,BIT:YOOX,"BIT:YOOX,YOOX","BIT:YOOX,YOOX",YOOX.MI
SAKS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking",NYSE:SKS,"NYSE:SKS,""SAKS""","NYSE:GCO,NYSE:ARO,NYSE:BKE,HKG:0393,NYSE:GES","$GCO,$ARO,$BKE,0393.HK,$GES",SAKS,NYSE:SKS,"NYSE:SKS,SAKS","NYSE:SKS,SAKS",$SKS
AMERICAN EAGLE OUTFITTERS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking",NYSE:AEO,"NYSE:AEO,""AMERICAN EAGLE OUTFITTERS""","NASDAQ:ASNA,NYSE:SIG,NASDAQ:URBN,HKG:0999,HKG:0589","$ASNA,$SIG,$URBN,0999.HK,0589.HK",AMERICAN EAGLE OUTFITTERS,NYSE:AEO,"NYSE:AEO,AMERICAN EAGLE OUTFITTERS","NYSE:AEO,AMERICAN EAGLE OUTFITTERS",$AEO
GIORDANO INTERNATIONAL,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking",HKG:0709,"HKG:0709,""GIORDANO INTERNATIONAL""","NYSE:FL,LON:NXT,HKG:0891,HKG:3389,NYSE:JWN","$FL,NXT.L,0891.HK,3389.HK,$JWN",GIORDANO INTERNATIONAL,HKG:0709,"HKG:0709,GIORDANO INTERNATIONAL","HKG:0709,GIORDANO INTERNATIONAL",0709.HK
NEXT,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking",LON:NXT,"LON:NXT,""NEXT""","HKG:0999,HKG:0589,NYSE:FL,HKG:0709,HKG:0891","0999.HK,0589.HK,$FL,0709.HK,0891.HK",NEXT,LON:NXT,"LON:NXT,NEXT","LON:NXT,NEXT",NXT.L
TJX,United States,Technology,"Asset Management,Debt,Equities,Investment Banking",NYSE:TJX,"NYSE:TJX,""TJX""","NYSE:LTD,NYSE:GPS,NASDAQ:ROST","$LTD,$GPS,$ROST",TJX,NYSE:TJX,"NYSE:TJX,TJX","NYSE:TJX,TJX",$TJX
GLORIOUS SUN ENTERPRISES,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking",HKG:0393,"HKG:0393,""GLORIOUS SUN ENTERPRISES""","NYSE:SKS,NYSE:BKE,NYSE:GES,NASDAQ:ASNA,NYSE:SIG,HKG:0999,HKG:0589","$SKS,$BKE,$GES,$ASNA,$SIG,0999.HK,0589.HK",GLORIOUS SUN ENTERPRISES,HKG:0393,"HKG:0393,GLORIOUS SUN ENTERPRISES","HKG:0393,GLORIOUS SUN ENTERPRISES",0393.HK
FOOT LOCKER,United States,Technology,"Asset Management,Debt,Equities,Investment Banking",NYSE:FL,"NYSE:FL,""FOOT LOCKER""","NASDAQ:URBN,HKG:0999,HKG:0589,LON:NXT,HKG:0709,NASDAQ:JOSB","$URBN,0999.HK,0589.HK,NXT.L,0709.HK,$JOSB",FOOT LOCKER,NYSE:FL,"NYSE:FL,FOOT LOCKER","NYSE:FL,FOOT LOCKER",$FL
IT LIMITED,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking",HKG:0999,"HKG:0999,""IT LIMITED""","NASDAQ:ASNA,NYSE:SIG,NASDAQ:URBN,HKG:0589,NYSE:FL,HKG:0393","$ASNA,$SIG,$URBN,0589.HK,$FL,0393.HK",IT LIMITED,HKG:0999,"HKG:0999,IT LIMITED","HKG:0999,IT LIMITED",0999.HK
ANN INC,United States,Technology,"Asset Management,Debt,Equities,Investment Banking",NYSE:ANN,"NYSE:ANN,""ANN INC""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS,NYSE:GCO,NYSE:ARO","HLG.NZ,$JOSB,$PSS,$GCO,$ARO",ANN INC,NYSE:ANN,"NYSE:ANN,ANN INC","NYSE:ANN,ANN INC",$ANN
REITMANS,Canada,Technology,"Asset Management,Debt,Equities,Investment Banking",TSE:RET.A,"TSE:RET.A,""REITMANS""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS,NYSE:GCO","HLG.NZ,$JOSB,$PSS,$GCO",REITMANS,TSE:RET.A,"TSE:RET.A,REITMANS","TSE:RET.A,REITMANS",RETa.TO
CATO,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking",NYSE:CATO,"NYSE:CATO,""CATO""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS,NYSE:GCO","HLG.NZ,$JOSB,$PSS,$GCO",CATO,NYSE:CATO,"NYSE:CATO,CATO","NYSE:CATO,CATO",$CATO
HENGDELI ,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking",HKG:3389,"HKG:3389,""HENGDELI ""","HKG:0709,HKG:0891,NYSE:JWN,HKG:0330,NYSE:LTD","0709.HK,0891.HK,$JWN,0330.HK,$LTD",HENGDELI ,HKG:3389,"HKG:3389,HENGDELI ","HKG:3389,HENGDELI ",3389.HK
AEROPOSTALE,United States,Financials,"Asset Management,Debt,Equities,Investment Banking",NYSE:ARO,"NYSE:ARO,""AEROPOSTALE""","NASDAQ:JOSB,NYSE:PSS,NYSE:GCO,NYSE:SKS,NYSE:BKE","$JOSB,$PSS,$GCO,$SKS,$BKE",AEROPOSTALE,NYSE:ARO,"NYSE:ARO,AEROPOSTALE","NYSE:ARO,AEROPOSTALE",$ARO
AOKI ,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking",TYO:8214,"TYO:8214,""AOKI ""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS","HLG.NZ,$JOSB,$PSS",AOKI ,TYO:8214,"TYO:8214,AOKI ","TYO:8214,AOKI ",8214.T
ORIENTAL WATCH ,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking",HKG:0398,"HKG:0398,""ORIENTAL WATCH ""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS,NYSE:GCO","HLG.NZ,$JOSB,$PSS,$GCO",ORIENTAL WATCH ,HKG:0398,"HKG:0398,ORIENTAL WATCH ","HKG:0398,ORIENTAL WATCH ",0398.HK
POINT,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking",TYO:2685,"TYO:2685,""POINT""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS","HLG.NZ,$JOSB,$PSS",POINT,TYO:2685,"TYO:2685,POINT","TYO:2685,POINT",2685.T
SIGNET JEWELERS,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NYSE:SIG,"NYSE:SIG,""SIGNET JEWELERS""","NYSE:GES,NASDAQ:ASNA,NASDAQ:URBN,HKG:0999,HKG:0589","$GES,$ASNA,$URBN,0999.HK,0589.HK",SIGNET JEWELERS,NYSE:SIG,"NYSE:SIG,SIGNET JEWELERS","NYSE:SIG,SIGNET JEWELERS",$SIG
AOYAMA TRADING,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking",TYO:8219,"TYO:8219,""AOYAMA TRADING""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS","HLG.NZ,$JOSB,$PSS",AOYAMA TRADING,TYO:8219,"TYO:8219,AOYAMA TRADING","TYO:8219,AOYAMA TRADING",8219.T
UNITED ARROWS,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking",TYO:7606,"TYO:7606,""UNITED ARROWS""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS","HLG.NZ,$JOSB,$PSS",UNITED ARROWS,TYO:7606,"TYO:7606,UNITED ARROWS","TYO:7606,UNITED ARROWS",7606.T
ESPRIT ,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking",HKG:0330,"HKG:0330,""ESPRIT ""","HKG:3389,NYSE:JWN,NYSE:LTD,NYSE:GPS,NASDAQ:ROST,HKG:0393","3389.HK,$JWN,$LTD,$GPS,$ROST,0393.HK",ESPRIT ,HKG:0330,"HKG:0330,ESPRIT ","HKG:0330,ESPRIT ",0330.HK
PORTS DESIGN,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking",HKG:0589,"HKG:0589,""PORTS DESIGN""","NASDAQ:URBN,HKG:0999,NYSE:FL,LON:NXT,HKG:0709,HKG:0393","$URBN,0999.HK,$FL,NXT.L,0709.HK,0393.HK",PORTS DESIGN,HKG:0589,"HKG:0589,PORTS DESIGN","HKG:0589,PORTS DESIGN",0589.HK
NISHIMATSUYA CHAIN,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking",TYO:7545,"TYO:7545,""NISHIMATSUYA CHAIN""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS","HLG.NZ,$JOSB,$PSS",NISHIMATSUYA CHAIN,TYO:7545,"TYO:7545,NISHIMATSUYA CHAIN","TYO:7545,NISHIMATSUYA CHAIN",7545.T
POU SHENG INTERNATIONAL,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking",HKG:3813,"HKG:3813,""POU SHENG INTERNATIONAL""","NYSE:BKE,HKG:0393,NYSE:GES,NASDAQ:ASNA,NYSE:SIG","$BKE,0393.HK,$GES,$ASNA,$SIG",POU SHENG INTERNATIONAL,HKG:3813,"HKG:3813,POU SHENG INTERNATIONAL","HKG:3813,POU SHENG INTERNATIONAL",3813.HK
LIMITED BRANDS,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NYSE:LTD,"NYSE:LTD,""LIMITED BRANDS""","NYSE:JWN,HKG:0330,NYSE:GPS,NASDAQ:ROST","$JWN,0330.HK,$GPS,$ROST",LIMITED BRANDS,NYSE:LTD,"NYSE:LTD,LIMITED BRANDS","NYSE:LTD,LIMITED BRANDS",$LTD
KOHLS,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NYSE:KSS,"NYSE:KSS,""KOHLS""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS","HLG.NZ,$JOSB,$PSS",KOHLS,NYSE:KSS,"NYSE:KSS,KOHLS","NYSE:KSS,KOHLS",$KSS
URBAN OUTFITTERS,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NASDAQ:URBN,"NASDAQ:URBN,""URBAN OUTFITTERS""","NASDAQ:ASNA,NYSE:SIG,HKG:0999,HKG:0589,NYSE:FL","$ASNA,$SIG,0999.HK,0589.HK,$FL",URBAN OUTFITTERS,NASDAQ:URBN,"NASDAQ:URBN,URBAN OUTFITTERS","NASDAQ:URBN,URBAN OUTFITTERS",$URBN
ASCENA RETAIL ,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NASDAQ:ASNA,"NASDAQ:ASNA,""ASCENA RETAIL ""","NYSE:BKE,HKG:0393,NYSE:GES,NYSE:SIG,NASDAQ:URBN","$BKE,0393.HK,$GES,$SIG,$URBN",ASCENA RETAIL ,NASDAQ:ASNA,"NASDAQ:ASNA,ASCENA RETAIL ","NASDAQ:ASNA,ASCENA RETAIL ",$ASNA
NORDSTROM,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NYSE:JWN,"NYSE:JWN,""NORDSTROM""","HKG:0709,HKG:0891,HKG:3389,HKG:0330,NYSE:LTD,NASDAQ:JOSB","0709.HK,0891.HK,3389.HK,0330.HK,$LTD,$JOSB",NORDSTROM,NYSE:JWN,"NYSE:JWN,NORDSTROM","NYSE:JWN,NORDSTROM",$JWN
ROSS STORES,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NASDAQ:ROST,"NASDAQ:ROST,""ROSS STORES""","HKG:0330,NYSE:LTD,NYSE:GPS","0330.HK,$LTD,$GPS",ROSS STORES,NASDAQ:ROST,"NASDAQ:ROST,ROSS STORES","NASDAQ:ROST,ROSS STORES",$ROST
GUESS,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NYSE:GES,"NYSE:GES,""GUESS""","NYSE:BKE,HKG:0393,NASDAQ:ASNA,NYSE:SIG,NASDAQ:URBN","$BKE,0393.HK,$ASNA,$SIG,$URBN",GUESS,NYSE:GES,"NYSE:GES,GUESS","NYSE:GES,GUESS",$GES
N BROWN GROUP,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking",LON:BWNG,"LON:BWNG,""N BROWN GROUP""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS,NYSE:GCO","HLG.NZ,$JOSB,$PSS,$GCO",N BROWN GROUP,LON:BWNG,"LON:BWNG,N BROWN GROUP","LON:BWNG,N BROWN GROUP",BWNG.L
MENS WEARHOUSE,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NYSE:MW,"NYSE:MW,""MENS WEARHOUSE""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS","HLG.NZ,$JOSB,$PSS",MENS WEARHOUSE,NYSE:MW,"NYSE:MW,MENS WEARHOUSE","NYSE:MW,MENS WEARHOUSE",$MW
PARCO,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking",TYO:8251,"TYO:8251,""PARCO""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS","HLG.NZ,$JOSB,$PSS",PARCO,TYO:8251,"TYO:8251,PARCO","TYO:8251,PARCO",8251.T
CHICOS FAS,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NYSE:CHS,"NYSE:CHS,""CHICOS FAS""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS","HLG.NZ,$JOSB,$PSS",CHICOS FAS,NYSE:CHS,"NYSE:CHS,CHICOS FAS","NYSE:CHS,CHICOS FAS",$CHS
BUCKLE,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NYSE:BKE,"NYSE:BKE,""BUCKLE""","NYSE:GCO,NYSE:ARO,NYSE:SKS,HKG:0393,NYSE:GES","$GCO,$ARO,$SKS,0393.HK,$GES",BUCKLE,NYSE:BKE,"NYSE:BKE,BUCKLE","NYSE:BKE,BUCKLE",$BKE
GAP,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NYSE:GPS,"NYSE:GPS,""GAP""","NYSE:JWN,HKG:0330,NYSE:LTD,NASDAQ:ROST","$JWN,0330.HK,$LTD,$ROST",GAP,NYSE:GPS,"NYSE:GPS,GAP","NYSE:GPS,GAP",$GPS
JOS A BANK CLOTHIERS,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NASDAQ:JOSB,"NASDAQ:JOSB,""JOS A BANK CLOTHIERS""","NZE:HLG,NYSE:PSS,NYSE:GCO,NYSE:ARO","HLG.NZ,$PSS,$GCO,$ARO",JOS A BANK CLOTHIERS,NASDAQ:JOSB,"NASDAQ:JOSB,JOS A BANK CLOTHIERS","NASDAQ:JOSB,JOS A BANK CLOTHIERS",$JOSB
COLLECTIVE BRANDS,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NYSE:PSS,"NYSE:PSS,""COLLECTIVE BRANDS""","NZE:HLG,NASDAQ:JOSB,NYSE:GCO,NYSE:ARO","HLG.NZ,$JOSB,$GCO,$ARO",COLLECTIVE BRANDS,NYSE:PSS,"NYSE:PSS,COLLECTIVE BRANDS","NYSE:PSS,COLLECTIVE BRANDS",$PSS
FAST RETAILING ,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking",TYO:9983,"TYO:9983,""FAST RETAILING ""","NZE:HLG,NASDAQ:JOSB,NYSE:PSS","HLG.NZ,$JOSB,$PSS",FAST RETAILING ,TYO:9983,"TYO:9983,FAST RETAILING ","TYO:9983,FAST RETAILING ",9983.T
TRINITY,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking",HKG:0891,"HKG:0891,""TRINITY""","NYSE:FL,LON:NXT,HKG:0709,HKG:3389,NYSE:JWN,HKG:0393","$FL,NXT.L,0709.HK,3389.HK,$JWN,0393.HK",TRINITY,HKG:0891,"HKG:0891,TRINITY","HKG:0891,TRINITY",0891.HK
CHINA DONGXIANG,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking",HKG:3818,"HKG:3818,""CHINA DONGXIANG""","NYSE:SIG,NASDAQ:URBN,HKG:0999,HKG:0589,NYSE:FL","$SIG,$URBN,0999.HK,0589.HK,$FL",CHINA DONGXIANG,HKG:3818,"HKG:3818,CHINA DONGXIANG","HKG:3818,CHINA DONGXIANG",3818.HK
FEDERATED INVESTORS,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking",NYSE:FII,"NYSE:FII,""FEDERATED INVESTORS""","LON:JUP,NYSE:JNS,LON:HL,LON:ADN,NYSE:EV","JUP.L,$JNS,HRGV.L,ADN.L,$EV",FEDERATED INVESTORS,NYSE:FII,"NYSE:FII,FEDERATED INVESTORS","NYSE:FII,FEDERATED INVESTORS",$FII
JUPITER FUND MANAGEMENT,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking",LON:JUP,"LON:JUP,""JUPITER FUND MANAGEMENT""","LON:RAT,ASX:PPT,NYSE:JNS,LON:HL","RAT.L,PPT.AX,$JNS,HRGV.L",JUPITER FUND MANAGEMENT,LON:JUP,"LON:JUP,JUPITER FUND MANAGEMENT","LON:JUP,JUPITER FUND MANAGEMENT",JUP.L
PERPETUAL,Australia,Technology,"Asset Management,Debt,Equities,Investment Banking",ASX:PPT,"ASX:PPT,""PERPETUAL""","LON:RAT,LON:JUP,NYSE:JNS,LON:HL","RAT.L,JUP.L,$JNS,HRGV.L",PERPETUAL,ASX:PPT,"ASX:PPT,PERPETUAL","ASX:PPT,PERPETUAL",PPT.AX
ABERDEEN ASSET MANAGEMENT,United Kingdom,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking",LON:ADN,"LON:ADN,""ABERDEEN ASSET MANAGEMENT""","NYSE:JNS,LON:HL,NYSE:EV,NASDAQ:SEIC,NYSE:LM,LON:RAT","$JNS,HRGV.L,$EV,$SEIC,$LM,RAT.L",ABERDEEN ASSET MANAGEMENT,LON:ADN,"LON:ADN,ABERDEEN ASSET MANAGEMENT","LON:ADN,ABERDEEN ASSET MANAGEMENT",ADN.L
T. ROWE PRICE ,United States,Telecommunications,"Asset Management,Debt,Equities,Investment Banking",NASDAQ:TROW,"NASDAQ:TROW,""T. ROWE PRICE ""","NYSE:IVZ,TSE:IGM,NASDAQ:NTRS,TSE:BAM.A,NYSE:STT","$IVZ,IGM.TO,$NTRS,BAMa.TO,$STT",T. ROWE PRICE ,NASDAQ:TROW,"NASDAQ:TROW,T. ROWE PRICE ","NASDAQ:TROW,T. ROWE PRICE ",$TROW
HARGREAVES LANSDOWN,United Kingdom,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking",LON:HL,"LON:HL,""HARGREAVES LANSDOWN""","LON:JUP,NYSE:JNS,LON:ADN,NYSE:EV,NASDAQ:SEIC","JUP.L,$JNS,ADN.L,$EV,$SEIC",HARGREAVES LANSDOWN,LON:HL,"LON:HL,HARGREAVES LANSDOWN","LON:HL,HARGREAVES LANSDOWN",HRGV.L
INVESCO,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking",NYSE:IVZ,"NYSE:IVZ,""INVESCO""","TSE:CIX,HKG:0806,TSE:IGM,NASDAQ:NTRS,NASDAQ:TROW","CIX.TO,0806.HK,IGM.TO,$NTRS,$TROW",INVESCO,NYSE:IVZ,"NYSE:IVZ,INVESCO","NYSE:IVZ,INVESCO",$IVZ
MAN GROUP ,United Kingdom,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking",LON:EMG,"LON:EMG,""MAN GROUP ""","LON:RAT,ASX:PPT,LON:JUP,NYSE:JNS,LON:HL","RAT.L,PPT.AX,JUP.L,$JNS,HRGV.L",MAN GROUP ,LON:EMG,"LON:EMG,MAN GROUP ","LON:EMG,MAN GROUP ",EMG.L
RATHBONE BROTHERS,United Kingdom,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking",LON:RAT,"LON:RAT,""RATHBONE BROTHERS""","ASX:PPT,LON:JUP,NYSE:JNS","PPT.AX,JUP.L,$JNS",RATHBONE BROTHERS,LON:RAT,"LON:RAT,RATHBONE BROTHERS","LON:RAT,RATHBONE BROTHERS",RAT.L
KENEDIX,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking",TYO:4321,"TYO:4321,""KENEDIX""","LON:RAT,ASX:PPT,LON:JUP","RAT.L,PPT.AX,JUP.L",KENEDIX,TYO:4321,"TYO:4321,KENEDIX","TYO:4321,KENEDIX",4321.T
