SHINMAYWA INDUSTRIES,7224.T,TYO:7224,NSE:ESCORTS NSE:BEML ASX:ASB ,ESCO.NS BEML.NS ASB.AX 
WESTINGHOUSE AIR BRAKE TECHNOLOGIES,WAB.N,NYSE:WAB,NASDAQ:WPRT NYSE:TTC TSE:FTT NYSE:AGCO NYSE:JOY ,WPRT.OQ $TTC FTT.TO $AGCO $JOY 
MAN,MANG.DE,ETR:MAN,NYSE:JOY NSE:TATAMOTORS NASDAQ:PCAR NYSE:CMI NYSE:CAT ,$JOY TAMO.NS $PCAR $CMI $CAT 
EMECO HOLDINGS,EHL.AX,ASX:EHL,NSE:ABGSHIP NYSE:MTOR TSE:AFN HKG:0038 HKG:3339 ASX:ASB ,ABGS.NS $MTOR AFN.TO 0038.HK 3339.HK ASB.AX 
MANITOWOC,$MTW,NYSE:MTW,NSE:ASHOKLEY NSE:BHARATFORG HKG:3808 TSE:TIH NYSE:TEX NYSE:MTOR ,ASOK.NS BFRG.NS 3808.HK TIH.TO $TEX $MTOR 
ISEKI &,6310.T,TYO:6310,NSE:ESCORTS NSE:BEML ASX:ASB ,ESCO.NS BEML.NS ASB.AX 
ISUZU MOTORS,7202.T,TYO:7202,NSE:ESCORTS NSE:BEML ASX:ASB ,ESCO.NS BEML.NS ASB.AX 
CATERPILLAR,$CAT,NYSE:CAT,NASDAQ:PCAR ETR:MAN NYSE:CMI ,$PCAR MANG.DE $CMI 
CSBC CORP, TAIWAN,2208.TW,TPE:2208,NYSE:MTOR TSE:AFN ASX:EHL HKG:0038 HKG:3339 ,$MTOR AFN.TO EHL.AX 0038.HK 3339.HK 
CSR CORP,1766.HK,HKG:1766,TSE:FTT NYSE:AGCO NYSE:JOY NSE:TATAMOTORS NASDAQ:PCAR ,FTT.TO $AGCO $JOY TAMO.NS $PCAR 
TATA MOTORS,TAMO.NS,NSE:TATAMOTORS,NYSE:AGCO NYSE:JOY NASDAQ:PCAR ETR:MAN NYSE:CMI NSE:ESCORTS NSE:BEML ,$AGCO $JOY $PCAR MANG.DE $CMI ESCO.NS BEML.NS 
ZHUZHOU CSR TIMES ELECTRIC,3898.HK,HKG:3898,NYSE:GMT NASDAQ:WPRT NYSE:TTC TSE:FTT NYSE:AGCO ,$GMT WPRT.OQ $TTC FTT.TO $AGCO 
NIPPON SHARYO,7102.T,TYO:7102,NSE:ESCORTS NSE:BEML ASX:ASB ,ESCO.NS BEML.NS ASB.AX 
AG GROWTH INTERNATIONAL,AFN.TO,TSE:AFN,ASX:ASB NSE:ABGSHIP NYSE:MTOR ASX:EHL HKG:0038 TSE:TIH NASDAQ:WPRT ,ASB.AX ABGS.NS $MTOR EHL.AX 0038.HK TIH.TO WPRT.OQ 
AGCO,$AGCO,NYSE:AGCO,NASDAQ:WPRT NYSE:TTC TSE:FTT NYSE:JOY NSE:TATAMOTORS ,WPRT.OQ $TTC FTT.TO $JOY TAMO.NS 
CUMMINS,$CMI,NYSE:CMI,NSE:TATAMOTORS NASDAQ:PCAR ETR:MAN NYSE:CAT ,TAMO.NS $PCAR MANG.DE $CAT 
SASEBO HEAVY INDUSTRIES,7007.T,TYO:7007,NSE:ESCORTS NSE:BEML ASX:ASB ,ESCO.NS BEML.NS ASB.AX 
OSHKOSH,$OSK,NYSE:OSK,TSE:TIH NYSE:TEX NYSE:GMT NASDAQ:WPRT NYSE:TTC ,TIH.TO $TEX $GMT WPRT.OQ $TTC 
ESCORTS,ESCO.NS,NSE:ESCORTS,NSE:BEML ASX:ASB NSE:ABGSHIP ,BEML.NS ASB.AX ABGS.NS 
GREAVES COTTON,GRVL.BO,NSE:GREAVESCOT,NSE:ESCORTS NSE:BEML ASX:ASB NSE:ABGSHIP ,ESCO.NS BEML.NS ASB.AX ABGS.NS 
WESTPORT INNOVATIONS,WPRT.OQ,NASDAQ:WPRT,NYSE:OSK NYSE:GMT NYSE:TTC TSE:FTT NYSE:AGCO TSE:AFN TSE:TIH ,$OSK $GMT $TTC FTT.TO $AGCO AFN.TO TIH.TO 
TORO,$TTC,NYSE:TTC,NYSE:OSK NYSE:GMT NASDAQ:WPRT TSE:FTT NYSE:AGCO ,$OSK $GMT WPRT.OQ FTT.TO $AGCO 
TOROMONT INDUSTRIES,TIH.TO,TSE:TIH,NYSE:MTW HKG:3808 NYSE:TEX NYSE:OSK NYSE:GMT TSE:AFN NASDAQ:WPRT ,$MTW 3808.HK $TEX $OSK $GMT AFN.TO WPRT.OQ 
HINO MOTORS,7205.T,TYO:7205,NSE:ESCORTS NSE:BEML ASX:ASB ,ESCO.NS BEML.NS ASB.AX 
PACCAR,$PCAR,NASDAQ:PCAR,NYSE:JOY NSE:TATAMOTORS ETR:MAN NYSE:CMI NYSE:CAT ,$JOY TAMO.NS MANG.DE $CMI $CAT 
HITACHI CONSTRUCTION MACHINERY,6305.T,TYO:6305,NSE:ESCORTS NSE:BEML ASX:ASB ,ESCO.NS BEML.NS ASB.AX 
RITCHIE BROS. AUCTIONEERS,RBA.N,NYSE:RBA,NYSE:OSK NYSE:GMT NASDAQ:WPRT NYSE:TTC TSE:FTT ,$OSK $GMT WPRT.OQ $TTC FTT.TO 
SINOTRUK,3808.HK,HKG:3808,NSE:ASHOKLEY NSE:BHARATFORG NYSE:MTW TSE:TIH NYSE:TEX HKG:3339 ,ASOK.NS BFRG.NS $MTW TIH.TO $TEX 3339.HK 
FURUKAWA,5715.T,TYO:5715,NSE:ESCORTS NSE:BEML ASX:ASB ,ESCO.NS BEML.NS ASB.AX 
KOMATSU,6301.T,TYO:6301,NSE:ESCORTS NSE:BEML ASX:ASB ,ESCO.NS BEML.NS ASB.AX 
GUANGZHOU SHIPYARD INTERNATIONAL,0317.HK,HKG:0317,NSE:ABGSHIP NYSE:MTOR TSE:AFN ASX:EHL HKG:0038 ,ABGS.NS $MTOR AFN.TO EHL.AX 0038.HK 
ASHOK LEYLAND,ASOK.NS,NSE:ASHOKLEY,HKG:0038 HKG:3339 NSE:EICHERMOT NSE:BHARATFORG NYSE:MTW ,0038.HK 3339.HK EICH.NS BFRG.NS $MTW 
LONKING HOLDINGS,3339.HK,HKG:3339,TSE:AFN ASX:EHL HKG:0038 NSE:EICHERMOT NSE:ASHOKLEY HKG:3808 ,AFN.TO EHL.AX 0038.HK EICH.NS ASOK.NS 3808.HK 
TEREX,$TEX,NYSE:TEX,NYSE:MTW HKG:3808 TSE:TIH NYSE:OSK NYSE:GMT ,$MTW 3808.HK TIH.TO $OSK $GMT 
MERITOR,$MTOR,NYSE:MTOR,ASX:ASB NSE:ABGSHIP TSE:AFN ASX:EHL HKG:0038 NYSE:MTW NYSE:TEX ,ASB.AX ABGS.NS AFN.TO EHL.AX 0038.HK $MTW $TEX 
JOY GLOBAL,$JOY,NYSE:JOY,NYSE:TTC TSE:FTT NYSE:AGCO NSE:TATAMOTORS NASDAQ:PCAR ,$TTC FTT.TO $AGCO TAMO.NS $PCAR 
GATX,$GMT,NYSE:GMT,TSE:TIH NYSE:TEX NYSE:OSK NASDAQ:WPRT NYSE:TTC ,TIH.TO $TEX $OSK WPRT.OQ $TTC 
TRINITY INDUSTRIES,TRN.N,NYSE:TRN,TSE:TIH NYSE:TEX NYSE:OSK NYSE:GMT NASDAQ:WPRT ,TIH.TO $TEX $OSK $GMT WPRT.OQ 
NUPLEX INDUSTRIES,NPX.NZ,NZE:NPX,NSE:SRF TPE:2108 NASDAQ:SHLM NYSE:CHMT ,SRFL.NS 2108.TW $SHLM $CHMT 
CHINA LUMENA NEW MATERIALS,0067.HK,HKG:0067,TPE:2108 NZE:NPX NASDAQ:SHLM NYSE:CHMT NYSE:POL ,2108.TW NPX.NZ $SHLM $CHMT $POL 
CHINA MAN MADE FIBER,1718.TW,TPE:1718,NSE:SRF TPE:2108 NZE:NPX NASDAQ:SHLM NYSE:CHMT ,SRFL.NS 2108.TW NPX.NZ $SHLM $CHMT 
TSRC,2103.TW,TPE:2103,NYSE:CHMT NYSE:POL NYSE:OLN NYSE:HUN EPA:AKE TPE:2108 TPE:1303 ,$CHMT $POL $OLN $HUN AKE.PA 2108.TW 1303.TW 
OCEAN PLASTICS,1321.TW,TPE:1321,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
KURARAY CO.,3405.T,TYO:3405,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
CHINA PETROCHEMICAL DEVELOPMENT,1314.TW,TPE:1314,NYSE:CHMT NYSE:POL NYSE:OLN TPE:2103 NYSE:HUN ,$CHMT $POL $OLN 2103.TW $HUN 
MINERALS TECHNOLOGIES,MTX.N,NYSE:MTX,NZE:NPX NASDAQ:SHLM NYSE:CHMT NYSE:POL NYSE:OLN ,NPX.NZ $SHLM $CHMT $POL $OLN 
TAIWAN PROSPERITY CHEMICAL,4725.TW,TPE:4725,TPE:2108 NZE:NPX NASDAQ:SHLM NYSE:CHMT NYSE:POL ,2108.TW NPX.NZ $SHLM $CHMT $POL 
HUNTSMAN,$HUN,NYSE:HUN,NYSE:POL NYSE:OLN TPE:2103 EPA:AKE ETR:LXS ,$POL $OLN 2103.TW AKE.PA LXSG.DE 
CHINA SANJIANG FINE CHEMICALS,2198.HK,HKG:2198,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
TAIWAN STYRENE MONOMER,1310.TW,TPE:1310,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
CHINA SYNTHETIC RUBBER,2104.TW,TPE:2104,NSE:SRF TPE:2108 NZE:NPX NASDAQ:SHLM NYSE:CHMT ,SRFL.NS 2108.TW NPX.NZ $SHLM $CHMT 
OLIN,$OLN,NYSE:OLN,NYSE:CHMT NYSE:POL TPE:2103 NYSE:HUN EPA:AKE ,$CHMT $POL 2103.TW $HUN AKE.PA 
UBE INDUSTRIES,4208.T,TYO:4208,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
ADEKA,4401.T,TYO:4401,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
BILLION INDUSTRIAL HOLDINGS,2299.HK,HKG:2299,NZE:NPX NASDAQ:SHLM NYSE:CHMT NYSE:POL NYSE:OLN ,NPX.NZ $SHLM $CHMT $POL $OLN 
LANXESS,LXSG.DE,ETR:LXS,NYSE:HUN EPA:AKE NYSE:ARG NYSE:EMN TPE:1303 ETR:LIN ,$HUN AKE.PA $ARG $EMN 1303.TW LING.DE 
MITSUI CHEMICALS,4183.T,TYO:4183,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
SRF,SRFL.NS,NSE:SRF,TPE:2108 NZE:NPX NASDAQ:SHLM ,2108.TW NPX.NZ $SHLM 
SHOWA DENKO K.K.,4004.T,TYO:4004,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
TOKAI CARBON,5301.T,TYO:5301,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
FORMOSA CHEMICALS & FIBRE,1326.TW,TPE:1326,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
FORMOSA PLASTICS,1301.TW,TPE:1301,NYSE:ARG NYSE:EMN TPE:1303 ETR:LIN NYSE:PX TPE:2108 ,$ARG $EMN 1303.TW LING.DE $PX 2108.TW 
FORMOSAN RUBBER GROUP,2107.TW,TPE:2107,NSE:SRF TPE:2108 NZE:NPX NASDAQ:SHLM ,SRFL.NS 2108.TW NPX.NZ $SHLM 
ORIENTAL UNION CHEMICAL,1710.TW,TPE:1710,NZE:NPX NASDAQ:SHLM NYSE:CHMT NYSE:POL NYSE:OLN ,NPX.NZ $SHLM $CHMT $POL $OLN 
GRAND PACIFIC PETROCHEMICAL,1312.TW,TPE:1312,NSE:SRF TPE:2108 NZE:NPX NASDAQ:SHLM NYSE:CHMT ,SRFL.NS 2108.TW NPX.NZ $SHLM $CHMT 
CELANESE,CE.N,NYSE:CE,EPA:AKE ETR:LXS NYSE:ARG NYSE:EMN TPE:1303 ,AKE.PA LXSG.DE $ARG $EMN 1303.TW 
NIPPON SODA,4041.T,TYO:4041,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
POLYONE,$POL,NYSE:POL,NZE:NPX NASDAQ:SHLM NYSE:CHMT NYSE:OLN TPE:2103 ,NPX.NZ $SHLM $CHMT $OLN 2103.TW 
TORAY INDUSTRIES,3402.T,TYO:3402,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
DOW CHEMICAL,$DOW,NYSE:DOW,ETR:LIN NYSE:PX EPA:AI ,LING.DE $PX AIRP.PA 
TOSOH,4042.T,TYO:4042,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
AIR LIQUIDE,AIRP.PA,EPA:AI,TPE:1301 ETR:LIN NYSE:PX NYSE:DOW ,1301.TW LING.DE $PX $DOW 
AIR PRODUCTS & CHEMICALS,$APD,NYSE:APD,NSE:SRF TPE:2108 NZE:NPX NASDAQ:SHLM NYSE:CHMT ,SRFL.NS 2108.TW NPX.NZ $SHLM $CHMT 
TEIJIN,3401.T,TYO:3401,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
SCHULMAN A,$SHLM,NASDAQ:SHLM,NSE:SRF TPE:2108 NZE:NPX NYSE:CHMT NYSE:POL ,SRFL.NS 2108.TW NPX.NZ $CHMT $POL 
AIRGAS,$ARG,NYSE:ARG,EPA:AKE ETR:LXS NYSE:EMN TPE:1303 TPE:1301 NASDAQ:SHLM ,AKE.PA LXSG.DE $EMN 1303.TW 1301.TW $SHLM 
ARKEMA,AKE.PA,EPA:AKE,TPE:2103 NYSE:HUN ETR:LXS NYSE:ARG NYSE:EMN EPA:AI ,2103.TW $HUN LXSG.DE $ARG $EMN AIRP.PA 
SINOPEC SHANGHAI PETROCHEMICAL CO.,0338.HK,HKG:0338,NYSE:POL NYSE:OLN TPE:2103 NYSE:HUN EPA:AKE ,$POL $OLN 2103.TW $HUN AKE.PA 
SINOPEC YIZHENG CHEMICAL FIBRE,1033.HK,HKG:1033,TPE:2108 NZE:NPX NASDAQ:SHLM NYSE:CHMT NYSE:POL ,2108.TW NPX.NZ $SHLM $CHMT $POL 
PRAXAIR,$PX,NYSE:PX,TPE:1301 ETR:LIN EPA:AI NYSE:DOW ,1301.TW LING.DE AIRP.PA $DOW 
LINDE,LING.DE,ETR:LIN,TPE:1303 TPE:1301 NYSE:PX EPA:AI NYSE:DOW ETR:LXS ,1303.TW 1301.TW $PX AIRP.PA $DOW LXSG.DE 
ASAHI KASEI,3407.T,TYO:3407,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
CHEMTURA,$CHMT,NYSE:CHMT,NZE:NPX NASDAQ:SHLM NYSE:POL NYSE:OLN TPE:2103 ,NPX.NZ $SHLM $POL $OLN 2103.TW 
E I DU PONT DE NEMOURS AND,DD.N,NYSE:DD,NYSE:PX EPA:AI NYSE:DOW ,$PX AIRP.PA $DOW 
DAISO,4046.T,TYO:4046,NSE:SRF TPE:2108 NZE:NPX ,SRFL.NS 2108.TW NPX.NZ 
BASF SE,BASFn.DE,ETR:BAS,NYSE:PX EPA:AI NYSE:DOW ,$PX AIRP.PA $DOW 
EASTMAN CHEMICAL,$EMN,NYSE:EMN,EPA:AKE ETR:LXS NYSE:ARG TPE:1303 TPE:1301 NASDAQ:SHLM ,AKE.PA LXSG.DE $ARG 1303.TW 1301.TW $SHLM 
NAN YA PLASTICS,1303.TW,TPE:1303,NYSE:ARG NYSE:EMN TPE:1301 ETR:LIN NYSE:PX TPE:2108 ,$ARG $EMN 1301.TW LING.DE $PX 2108.TW 
NANTEX INDUSTRY,2108.TW,TPE:2108,NSE:SRF NZE:NPX NASDAQ:SHLM NYSE:CHMT TPE:2103 TPE:1303 ,SRFL.NS NPX.NZ $SHLM $CHMT 2103.TW 1303.TW 
INSIGHT ENTERPRISES,NSIT.OQ,NASDAQ:NSIT,TPE:2323 TPE:2315 TPE:2362 TPE:8008 NASDAQ:SYNA ,2323.TW 2315.TW 2362.TW 8008.TW $SYNA 
ASUSTEK COMPUTER,2357.TW,TPE:2357,NASDAQ:MCRS TPE:2324 HKG:0992 NYSE:WDC TPE:2382 ,$MCRS 2324.TW 0992.HK $WDC 2382.TW 
PEGATRON,4938.TW,TPE:4938,TPE:3231 EPA:ING TPE:2409 TPE:2347 NYSE:NCR ,3231.TW INGC.PA 2409.TW 2347.TW $NCR 
ATEN INTERNATIONAL,6277.TW,TPE:6277,TPE:2365 TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 ,2365.TW 2405.TW HCLI.NS 0903.HK 2371.TW 
NCR,$NCR,NYSE:NCR,TPE:2409 TPE:2347 NYSE:PAY NASDAQ:MCRS TPE:2324 ,2409.TW 2347.TW $PAY $MCRS 2324.TW 
COMPAL ELECTRONICS,2324.TW,TPE:2324,NYSE:NCR NYSE:PAY NASDAQ:MCRS TPE:2357 HKG:0992 TPE:2365 ,$NCR $PAY $MCRS 2357.TW 0992.HK 2365.TW 
NEC,6701.T,TYO:6701,TPE:2365 TPE:2405 NSE:HCL-INSYS ,2365.TW 2405.TW HCLI.NS 
MICROS SYSTEMS,$MCRS,NASDAQ:MCRS,TPE:2347 NYSE:NCR NYSE:PAY TPE:2324 TPE:2357 ,2347.TW $NCR $PAY 2324.TW 2357.TW 
QISDA,2352.TW,TPE:2352,HKG:0903 TPE:2371 TPE:2323 TPE:2315 TPE:2362 ,0903.HK 2371.TW 2323.TW 2315.TW 2362.TW 
DELL,$DELL,NASDAQ:DELL,TPE:2382 NASDAQ:STX NASDAQ:NTAP NYSE:HPQ NYSE:EMC ,2382.TW $STX $NTAP $HPQ $EMC 
SYNAPTICS,$SYNA,NASDAQ:SYNA,TPE:2315 TPE:2362 TPE:8008 TPE:2356 TPE:6239 NASDAQ:TECD NYSE:DBD ,2315.TW 2362.TW 8008.TW 2356.TW 6239.TW $TECD $DBD 
QUANTA COMPUTER,2382.TW,TPE:2382,TPE:2357 HKG:0992 NYSE:WDC NASDAQ:STX NASDAQ:NTAP TPE:2365 ,2357.TW 0992.HK $WDC $STX $NTAP 2365.TW 
SYNNEX,2347.TW,TPE:2347,TPE:4938 TPE:2409 NYSE:NCR NYSE:PAY NASDAQ:MCRS ,4938.TW 2409.TW $NCR $PAY $MCRS 
EIZO NANAO,6737.T,TYO:6737,TPE:2365 TPE:2405 NSE:HCL-INSYS ,2365.TW 2405.TW HCLI.NS 
NETAPP,$NTAP,NASDAQ:NTAP,NYSE:WDC TPE:2382 NASDAQ:STX NASDAQ:DELL NYSE:HPQ ,$WDC 2382.TW $STX $DELL $HPQ 
GETAC TECHNOLOGY,3005.TW,TPE:3005,TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 TPE:2352 ,2405.TW HCLI.NS 0903.HK 2371.TW 2352.TW 
AU OPTRONICS,2409.TW,TPE:2409,TPE:3231 EPA:ING TPE:4938 TPE:2347 NYSE:NCR ,3231.TW INGC.PA 4938.TW 2347.TW $NCR 
MIN AIK TECHNOLOGY,3060.TW,TPE:3060,TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 TPE:2352 ,2405.TW HCLI.NS 0903.HK 2371.TW 2352.TW 
HANNSTAR DISPLAY,6116.TW,TPE:6116,TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 TPE:2352 ,2405.TW HCLI.NS 0903.HK 2371.TW 2352.TW 
KYE SYSTEMS,2365.TW,TPE:2365,TPE:2405 NSE:HCL-INSYS HKG:0903 ,2405.TW HCLI.NS 0903.HK 
ACER,2353.TW,TPE:2353,NYSE:DBD TPE:3481 TPE:3231 EPA:ING TPE:4938 ,$DBD 3481.TW 3231.TW INGC.PA 4938.TW 
INVENTEC,2356.TW,TPE:2356,TPE:2362 TPE:8008 NASDAQ:SYNA TPE:6239 NASDAQ:TECD ,2362.TW 8008.TW $SYNA 6239.TW $TECD 
OKI ELECTRIC INDUSTRY,6703.T,TYO:6703,TPE:2365 TPE:2405 NSE:HCL-INSYS ,2365.TW 2405.TW HCLI.NS 
ELITEGROUP COMPUTER SYSTEMS,2331.TW,TPE:2331,TPE:2352 TPE:2323 TPE:2315 TPE:2362 TPE:8008 ,2352.TW 2323.TW 2315.TW 2362.TW 8008.TW 
MITAC,2315.TW,TPE:2315,TPE:2371 TPE:2352 TPE:2323 TPE:2362 TPE:8008 ,2371.TW 2352.TW 2323.TW 2362.TW 8008.TW 
EMC,$EMC,NYSE:EMC,NASDAQ:NTAP NASDAQ:DELL NYSE:HPQ NASDAQ:AAPL ,$NTAP $DELL $HPQ $AAPL 
AVERMEDIA TECHNOLOGIES,2417.TW,TPE:2417,TPE:2365 TPE:2405 NSE:HCL-INSYS HKG:0903 ,2365.TW 2405.TW HCLI.NS 0903.HK 
WACOM,6727.T,TYO:6727,TPE:2365 TPE:2405 NSE:HCL-INSYS ,2365.TW 2405.TW HCLI.NS 
DIEBOLD,$DBD,NYSE:DBD,NASDAQ:TECD TPE:2395 TPE:3481 TPE:2353 TPE:3231 NASDAQ:SYNA ,$TECD 2395.TW 3481.TW 2353.TW 3231.TW $SYNA 
DIGITAL CHINA HOLDINGS,0861.HK,HKG:0861,NASDAQ:SYNA TPE:2356 TPE:6239 NASDAQ:TECD TPE:2395 ,$SYNA 2356.TW 6239.TW $TECD 2395.TW 
FLYTECH TECHNOLOGY,6206.TW,TPE:6206,TPE:2365 TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 ,2365.TW 2405.TW HCLI.NS 0903.HK 2371.TW 
HCL INFOSYSTEMS,HCLI.NS,NSE:HCL-INSYS,TPE:2365 TPE:2405 HKG:0903 TPE:2371 ,2365.TW 2405.TW 0903.HK 2371.TW 
ADLINK TECHNOLOGY,6166.TW,TPE:6166,TPE:2365 TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 ,2365.TW 2405.TW HCLI.NS 0903.HK 2371.TW 
CHUNG HWA PICTURE TUBES,2475.TW,TPE:2475,TPE:2365 TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 ,2365.TW 2405.TW HCLI.NS 0903.HK 2371.TW 
ADVANTECH,2395.TW,TPE:2395,TPE:2356 TPE:6239 NASDAQ:TECD NYSE:DBD TPE:3481 ,2356.TW 6239.TW $TECD $DBD 3481.TW 
SHUTTLE,2405.TW,TPE:2405,TPE:2365 NSE:HCL-INSYS HKG:0903 ,2365.TW HCLI.NS 0903.HK 
ICP ELECTRONICS,3022.TW,TPE:3022,TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 TPE:2352 ,2405.TW HCLI.NS 0903.HK 2371.TW 2352.TW 
WEIKENG INDUSTRIAL CO.,3033.TW,TPE:3033,TPE:2365 TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 ,2365.TW 2405.TW HCLI.NS 0903.HK 2371.TW 
LENOVO GROUP,0992.HK,HKG:0992,NASDAQ:MCRS TPE:2324 TPE:2357 NYSE:WDC TPE:2382 HKG:0903 ,$MCRS 2324.TW 2357.TW $WDC 2382.TW 0903.HK 
STARK TECHNOLOGY,2480.TW,TPE:2480,TPE:2365 TPE:2405 NSE:HCL-INSYS HKG:0903 ,2365.TW 2405.TW HCLI.NS 0903.HK 
HEWLETT PACKARD,$HPQ,NYSE:HPQ,NASDAQ:STX NASDAQ:NTAP NASDAQ:DELL NYSE:EMC NASDAQ:AAPL ,$STX $NTAP $DELL $EMC $AAPL 
TATUNG,2371.TW,TPE:2371,TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2352 TPE:2323 ,2405.TW HCLI.NS 0903.HK 2352.TW 2323.TW 
LEXMARK INTERNATIONAL,LXK.N,NYSE:LXK,TPE:8008 NASDAQ:SYNA TPE:2356 TPE:6239 NASDAQ:TECD ,8008.TW $SYNA 2356.TW 6239.TW $TECD 
APPLE,$AAPL,NASDAQ:AAPL,NASDAQ:DELL NYSE:HPQ NYSE:EMC ,$DELL $HPQ $EMC 
WESTERN DIGITAL,$WDC,NYSE:WDC,TPE:2357 HKG:0992 TPE:2382 NASDAQ:STX NASDAQ:NTAP ,2357.TW 0992.HK 2382.TW $STX $NTAP 
TECH DATA,$TECD,NASDAQ:TECD,TPE:2356 TPE:6239 TPE:2395 NYSE:DBD TPE:3481 NASDAQ:SYNA ,2356.TW 6239.TW 2395.TW $DBD 3481.TW $SYNA 
CLEVO,2362.TW,TPE:2362,TPE:2323 TPE:2315 TPE:8008 NASDAQ:SYNA TPE:2356 ,2323.TW 2315.TW 8008.TW $SYNA 2356.TW 
FUJITSU,6702.T,TYO:6702,TPE:2365 TPE:2405 NSE:HCL-INSYS ,2365.TW 2405.TW HCLI.NS 
SEAGATE TECHNOLOGY,$STX,NASDAQ:STX,NYSE:WDC TPE:2382 NASDAQ:NTAP NASDAQ:DELL NYSE:HPQ ,$WDC 2382.TW $NTAP $DELL $HPQ 
WISTRON,3231.TW,TPE:3231,TPE:3481 TPE:2353 EPA:ING TPE:4938 TPE:2409 ,3481.TW 2353.TW INGC.PA 4938.TW 2409.TW 
CMC MAGNETICS,2323.TW,TPE:2323,HKG:0903 TPE:2371 TPE:2352 TPE:2315 TPE:2362 ,0903.HK 2371.TW 2352.TW 2315.TW 2362.TW 
JESS LINK PRODUCTS,6197.TW,TPE:6197,TPE:2365 TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 ,2365.TW 2405.TW HCLI.NS 0903.HK 2371.TW 
LITE ON IT,8008.TW,TPE:8008,TPE:2315 TPE:2362 NASDAQ:SYNA TPE:2356 TPE:6239 ,2315.TW 2362.TW $SYNA 2356.TW 6239.TW 
TPV TECHNOLOGY,0903.HK,HKG:0903,TPE:2405 NSE:HCL-INSYS TPE:2371 TPE:2352 TPE:2323 HKG:0992 ,2405.TW HCLI.NS 2371.TW 2352.TW 2323.TW 0992.HK 
MELCO HOLDINGS,6676.T,TYO:6676,TPE:2365 TPE:2405 NSE:HCL-INSYS ,2365.TW 2405.TW HCLI.NS 
CHENMING MOLD INDUSTRIAL,3013.TW,TPE:3013,TPE:2365 TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 ,2365.TW 2405.TW HCLI.NS 0903.HK 2371.TW 
SEIKO EPSON,6724.T,TYO:6724,TPE:2365 TPE:2405 NSE:HCL-INSYS ,2365.TW 2405.TW HCLI.NS 
CHICONY ELECTRONICS,2385.TW,TPE:2385,TPE:8008 NASDAQ:SYNA TPE:2356 TPE:6239 NASDAQ:TECD ,8008.TW $SYNA 2356.TW 6239.TW $TECD 
SUNREX TECHNOLOGY,2387.TW,TPE:2387,TPE:2365 TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 ,2365.TW 2405.TW HCLI.NS 0903.HK 2371.TW 
INFORTREND TECHNOLOGY,2495.TW,TPE:2495,TPE:2365 TPE:2405 NSE:HCL-INSYS HKG:0903 TPE:2371 ,2365.TW 2405.TW HCLI.NS 0903.HK 2371.TW 
CHIMEI INNOLUX,3481.TW,TPE:3481,NASDAQ:TECD TPE:2395 NYSE:DBD TPE:2353 TPE:3231 ,$TECD 2395.TW $DBD 2353.TW 3231.TW 
INGENICO,INGC.PA,EPA:ING,TPE:3481 TPE:2353 TPE:3231 TPE:4938 TPE:2409 ,3481.TW 2353.TW 3231.TW 4938.TW 2409.TW 
INGRAM MICRO,IM.N,NYSE:IM,NYSE:DBD TPE:3481 TPE:2353 TPE:3231 EPA:ING ,$DBD 3481.TW 2353.TW 3231.TW INGC.PA 
