AUTOGRILL SPA,AGL.MI,BIT:AGL,NASDAQ:JACK NASDAQ:CAKE LON:GNK NYSE:ARCO LON:WTB ,$JACK $CAKE GNK.L $ARCO WTB.L 
YUM! BRANDS,$YUM,NYSE:YUM,EPA:SW NYSE:CMG NASDAQ:SBUX ,EXHO.PA $CMG $SBUX 
MITCHELLS & BUTLERS,MAB.L,LON:MAB,TPE:2704 HKG:0573 NASDAQ:BOBE LON:GNK LON:WTB ,2704.TW 0573.HK $BOBE GNK.L WTB.L 
CHIPOTLE MEXICAN GRILL,$CMG,NYSE:CMG,NYSE:DRI TSE:THI EPA:SW NYSE:YUM NASDAQ:SBUX ,$DRI THI.TO EXHO.PA $YUM $SBUX 
CRACKER BARREL OLD COUNTRY STORE,CBRL.OQ,NASDAQ:CBRL,NASDAQ:BOBE TPE:2723 NASDAQ:JACK NASDAQ:CAKE LON:GNK ,$BOBE 2723.TW $JACK $CAKE GNK.L 
WATAMI,7522.T,TYO:7522,TPE:2704 HKG:0573 NASDAQ:BOBE ,2704.TW 0573.HK $BOBE 
MARSTONS,MARS.L,LON:MARS,TPE:2704 HKG:0573 NASDAQ:BOBE LON:GNK LON:WTB ,2704.TW 0573.HK $BOBE GNK.L WTB.L 
PLENUS,9945.T,TYO:9945,TPE:2704 HKG:0573 NASDAQ:BOBE ,2704.TW 0573.HK $BOBE 
GOURMET MASTER,2723.TW,TPE:2723,HKG:0573 NASDAQ:BOBE NASDAQ:JACK NASDAQ:CAKE LON:GNK TPE:2704 ,0573.HK $BOBE $JACK $CAKE GNK.L 2704.TW 
TAO HEUNG HOLDINGS,0573.HK,HKG:0573,TPE:2704 NASDAQ:BOBE TPE:2723 ,2704.TW $BOBE 2723.TW 
DOMINOS PIZZA,$DPZ,NYSE:DPZ,TPE:2704 HKG:0573 NASDAQ:BOBE ,2704.TW 0573.HK $BOBE 
STARBUCKS,$SBUX,NASDAQ:SBUX,EPA:SW NYSE:CMG NYSE:YUM ,EXHO.PA $CMG $YUM 
LEOFOO DEVELOPMENT,2705.TW,TPE:2705,TPE:2704 HKG:0573 NASDAQ:BOBE ,2704.TW 0573.HK $BOBE 
BOB EVANS FARMS,$BOBE,NASDAQ:BOBE,TPE:2704 HKG:0573 TPE:2723 NASDAQ:JACK NASDAQ:CAKE ,2704.TW 0573.HK 2723.TW $JACK $CAKE 
RESTAURANT BRANDS NEW ZEALAND,RBD.NZ,NZE:RBD,TPE:2704 HKG:0573 NASDAQ:BOBE ,2704.TW 0573.HK $BOBE 
RESTAURANT GROUP,RTN.L,LON:RTN,TPE:2704 HKG:0573 NASDAQ:BOBE TPE:2723 NASDAQ:JACK ,2704.TW 0573.HK $BOBE 2723.TW $JACK 
JACK IN THE BOX,$JACK,NASDAQ:JACK,HKG:0573 NASDAQ:BOBE TPE:2723 NASDAQ:CAKE LON:GNK ,0573.HK $BOBE 2723.TW $CAKE GNK.L 
J D WETHERSPOON,JDW.L,LON:JDW,TPE:2704 HKG:0573 NASDAQ:BOBE TPE:2723 NASDAQ:JACK ,2704.TW 0573.HK $BOBE 2723.TW $JACK 
GREENE KING,GNK.L,LON:GNK,TPE:2723 NASDAQ:JACK NASDAQ:CAKE NYSE:ARCO LON:WTB ,2723.TW $JACK $CAKE $ARCO WTB.L 
MCDONALDS,$MCD,NYSE:MCD,TPE:2704 HKG:0573 NASDAQ:BOBE ,2704.TW 0573.HK $BOBE 
MOS FOOD SERVICES,8153.T,TYO:8153,TPE:2704 HKG:0573 NASDAQ:BOBE ,2704.TW 0573.HK $BOBE 
WHITBREAD,WTB.L,LON:WTB,LON:GNK NYSE:ARCO NYSE:DRI TSE:THI EPA:SW ,GNK.L $ARCO $DRI THI.TO EXHO.PA 
DOUTOR NICHIRES HOLDINGS,3087.T,TYO:3087,TPE:2704 HKG:0573 NASDAQ:BOBE ,2704.TW 0573.HK $BOBE 
ARCOS DORADOS HOLDINGS,$ARCO,NYSE:ARCO,NASDAQ:JACK NASDAQ:CAKE LON:GNK LON:WTB NYSE:DRI ,$JACK $CAKE GNK.L WTB.L $DRI 
KISOJI,8160.T,TYO:8160,TPE:2704 HKG:0573 NASDAQ:BOBE ,2704.TW 0573.HK $BOBE 
AJISEN  HOLDINGS,0538.HK,HKG:0538,TPE:2704 HKG:0573 NASDAQ:BOBE TPE:2723 ,2704.TW 0573.HK $BOBE 2723.TW 
BRINKER INTERNATIONAL,EAT.N,NYSE:EAT,NASDAQ:CAKE LON:GNK NYSE:ARCO LON:WTB NYSE:DRI ,$CAKE GNK.L $ARCO WTB.L $DRI 
CHEESECAKE FACTORY,$CAKE,NASDAQ:CAKE,TPE:2723 NASDAQ:JACK LON:GNK NYSE:ARCO LON:WTB ,2723.TW $JACK GNK.L $ARCO WTB.L 
PANERA BREAD,PNRA.OQ,NASDAQ:PNRA,LON:GNK NYSE:ARCO LON:WTB NYSE:DRI TSE:THI ,GNK.L $ARCO WTB.L $DRI THI.TO 
DARDEN RESTAURANTS,$DRI,NYSE:DRI,LON:GNK NYSE:ARCO LON:WTB TSE:THI EPA:SW NASDAQ:BOBE ,GNK.L $ARCO WTB.L THI.TO EXHO.PA $BOBE 
COLOWIDE,7616.T,TYO:7616,TPE:2704 HKG:0573 NASDAQ:BOBE ,2704.TW 0573.HK $BOBE 
JUBILANT FOODWORKS,JUBI.NS,NSE:JUBLFOOD,NASDAQ:BOBE TPE:2723 NASDAQ:JACK NASDAQ:CAKE LON:GNK ,$BOBE 2723.TW $JACK $CAKE GNK.L 
FEDERAL REALTY INVESTMENT TRUST,FRT.N,NYSE:FRT,ASX:CFX EPA:LI ASX:GPT NYSE:MAC NYSE:KIM ,CFX.AX LOIM.PA GPT.AX $MAC $KIM 
NATIONAL RETAIL PROPERTIES,NNN.N,NYSE:NNN,EPA:MERY LON:SHB ASX:CRF AMS:CORA NYSE:DDR ,MERY.PA SHB.L CRF.AX COR.AS $DDR 
DDR,$DDR,NYSE:DDR,ASX:CRF AMS:CORA NYSE:REG NYSE:TCO LON:HMSO ,CRF.AX COR.AS $REG $TCO HMSO.L 
HAMMERSON,HMSO.L,LON:HMSO,NYSE:REG NYSE:TCO NYSE:O ASX:CFX EPA:LI LON:SHB ,$REG $TCO $O CFX.AX LOIM.PA SHB.L 
SHAFTESBURY,SHB.L,LON:SHB,ASX:CQR AMS:ECMPA EPA:MERY ASX:CRF AMS:CORA LON:HMSO ,CQR.AX SIPFc.AS MERY.PA CRF.AX COR.AS HMSO.L 
CALLOWAY REAL ESTATE INVESTMENT TRUST,CWT_u.TO,TSE:CWT.UN,LON:SHB ASX:CRF AMS:CORA NYSE:DDR NYSE:REG ,SHB.L CRF.AX COR.AS $DDR $REG 
MACERICH,$MAC,NYSE:MAC,EPA:LI ASX:GPT NYSE:KIM ASX:WRT EPA:UL NYSE:DDR ,LOIM.PA GPT.AX $KIM WRT.AX UNBP.PA $DDR 
HANKYU REIT,8977.T,TYO:8977,AMS:VASTN ASX:CQR AMS:ECMPA ,VASN.AS CQR.AX SIPFc.AS 
CORIO,COR.AS,AMS:CORA,LON:SHB ASX:CRF NYSE:DDR NYSE:REG NYSE:TCO AMS:VASTN AMS:ECMPA ,SHB.L CRF.AX $DDR $REG $TCO VASN.AS SIPFc.AS 
CAPITAL SHOPPING CENTRES GROUP,CSCG.L,LON:CSCG,AMS:CORA NYSE:DDR NYSE:REG NYSE:TCO LON:HMSO ,COR.AS $DDR $REG $TCO HMSO.L 
REALTY INCOME,$O,NYSE:O,NYSE:TCO LON:HMSO ASX:CFX EPA:LI ASX:GPT NYSE:DDR ,$TCO HMSO.L CFX.AX LOIM.PA GPT.AX $DDR 
REGENCY CENTERS,$REG,NYSE:REG,ASX:CRF AMS:CORA NYSE:DDR NYSE:TCO LON:HMSO ,CRF.AX COR.AS $DDR $TCO HMSO.L 
UNIBAIL RODAMCO,UNBP.PA,EPA:UL,NYSE:KIM ASX:WRT ASX:WDC NYSE:SPG ,$KIM WRT.AX WDC.AX $SPG 
TANGER FACTORY OUTLET CENTERS,SKT.N,NYSE:SKT,EPA:MERY LON:SHB ASX:CRF AMS:CORA NYSE:DDR ,MERY.PA SHB.L CRF.AX COR.AS $DDR 
GPT GROUP,GPT.AX,ASX:GPT,NYSE:O ASX:CFX EPA:LI NYSE:MAC NYSE:KIM ASX:CQR ,$O CFX.AX LOIM.PA $MAC $KIM CQR.AX 
WEINGARTEN REALTY INVESTORS,WRI.N,NYSE:WRI,EPA:MERY LON:SHB ASX:CRF AMS:CORA NYSE:DDR ,MERY.PA SHB.L CRF.AX COR.AS $DDR 
KIMCO REALTY,$KIM,NYSE:KIM,EPA:LI ASX:GPT NYSE:MAC ASX:WRT EPA:UL NYSE:DDR ,LOIM.PA GPT.AX $MAC WRT.AX UNBP.PA $DDR 
TAUBMAN CENTERS,$TCO,NYSE:TCO,AMS:CORA NYSE:DDR NYSE:REG LON:HMSO NYSE:O ,COR.AS $DDR $REG HMSO.L $O 
WESTFIELD GROUP,WDC.AX,ASX:WDC,NYSE:KIM ASX:WRT EPA:UL NYSE:SPG ,$KIM WRT.AX UNBP.PA $SPG 
WESTFIELD RETAIL TRUST,WRT.AX,ASX:WRT,ASX:GPT NYSE:MAC NYSE:KIM EPA:UL ASX:WDC ,GPT.AX $MAC $KIM UNBP.PA WDC.AX 
SIMON PROPERTY GROUP,$SPG,NYSE:SPG,ASX:WRT EPA:UL ASX:WDC ,WRT.AX UNBP.PA WDC.AX 
CENTRO RETAIL AUSTRALIA,CRF.AX,ASX:CRF,AMS:ECMPA EPA:MERY LON:SHB AMS:CORA NYSE:DDR ASX:CQR ASX:CFX ,SIPFc.AS MERY.PA SHB.L COR.AS $DDR CQR.AX CFX.AX 
JAPAN RETAIL FUND INVESTMENT,8953.T,TYO:8953,AMS:VASTN ASX:CQR AMS:ECMPA ,VASN.AS CQR.AX SIPFc.AS 
EUROCOMMERCIAL PROPERTIES,SIPFc.AS,AMS:ECMPA,AMS:VASTN ASX:CQR EPA:MERY LON:SHB ,VASN.AS CQR.AX MERY.PA SHB.L 
KIWI INCOME PROPERTY TRUST,KIP.NZ,NZE:KIP,AMS:VASTN ASX:CQR AMS:ECMPA ,VASN.AS CQR.AX SIPFc.AS 
RIOCAN REAL ESTATE INVESTMENT TRUST,REI_u.TO,TSE:REI.UN,ASX:GPT NYSE:MAC NYSE:KIM ASX:WRT EPA:UL ,GPT.AX $MAC $KIM WRT.AX UNBP.PA 
KLEPIERRE,LOIM.PA,EPA:LI,LON:HMSO NYSE:O ASX:CFX ASX:GPT NYSE:MAC EPA:MERY EPA:UL ,HMSO.L $O CFX.AX GPT.AX $MAC MERY.PA UNBP.PA 
CFS RETAIL PROPERTY TRUST,CFX.AX,ASX:CFX,NYSE:TCO LON:HMSO NYSE:O EPA:LI ASX:GPT ASX:CQR ,$TCO HMSO.L $O LOIM.PA GPT.AX CQR.AX 
LINK REAL ESTATE INVESTMENT TRUST,0823.HK,HKG:0823,NYSE:MAC NYSE:KIM ASX:WRT EPA:UL ASX:WDC ,$MAC $KIM WRT.AX UNBP.PA WDC.AX 
CHARTER HALL RETAIL REIT,CQR.AX,ASX:CQR,AMS:VASTN AMS:ECMPA EPA:MERY LON:SHB ASX:CRF ASX:CFX ,VASN.AS SIPFc.AS MERY.PA SHB.L CRF.AX CFX.AX 
PRIMARIS RETAIL REIT,PMZ_u.TO,TSE:PMZ.UN,ASX:CQR AMS:ECMPA EPA:MERY LON:SHB ASX:CRF ,CQR.AX SIPFc.AS MERY.PA SHB.L CRF.AX 
BRITISH LAND COMPANY,BLND.L,LON:BLND,EPA:LI ASX:GPT NYSE:MAC NYSE:KIM ASX:WRT ,LOIM.PA GPT.AX $MAC $KIM WRT.AX 
SUNLIGHT REAL ESTATE INVESTMENT TRUST,0435.HK,HKG:0435,AMS:VASTN ASX:CQR AMS:ECMPA ,VASN.AS CQR.AX SIPFc.AS 
MERCIALYS,MERY.PA,EPA:MERY,ASX:CQR AMS:ECMPA LON:SHB ASX:CRF AMS:CORA EPA:LI EPA:UL ,CQR.AX SIPFc.AS SHB.L CRF.AX COR.AS LOIM.PA UNBP.PA 
VASTNED RETAIL,VASN.AS,AMS:VASTN,ASX:CQR AMS:ECMPA EPA:MERY ,CQR.AX SIPFc.AS MERY.PA 
YUEXIU REAL ESTATE INVESTMENT TRUST,0405.HK,HKG:0405,AMS:VASTN ASX:CQR AMS:ECMPA ,VASN.AS CQR.AX SIPFc.AS 
BWP TRUST,BWP.AX,ASX:BWP,AMS:VASTN ASX:CQR AMS:ECMPA EPA:MERY ,VASN.AS CQR.AX SIPFc.AS MERY.PA 
LSI,$LSI,NYSE:LSI,NASDAQ:CREE NYSE:AMD TPE:3697 NASDAQ:LRCX TPE:2303 ,$CREE $AMD 3697.TW $LRCX 2303.TW 
RYOYO ELECTRO,8068.T,TYO:8068,TPE:2342 TPE:1437 TPE:2426 ,2342.TW 1437.TW 2426.TW 
TRIQUINT SEMICONDUCTOR,$TQNT,NASDAQ:TQNT,NASDAQ:RMBS EBR:MLXS NASDAQ:INFN NASDAQ:RFMD NASDAQ:CAVM ,$RMBS MLXS.BR $INFN $RFMD $CAVM 
VIA TECHNOLOGIES,2388.TW,TPE:2388,TPE:3014 TPE:2340 TPE:3041 EPA:SOI TPE:3030 ,3014.TW 2340.TW 3041.TW SOIT.PA 3030.TW 
INTEGRATED DEVICE TECHNOLOGY,IDTI.OQ,NASDAQ:IDTI,NASDAQ:RMBS EBR:MLXS NASDAQ:INFN NASDAQ:TQNT NASDAQ:RFMD ,$RMBS MLXS.BR $INFN $TQNT $RFMD 
INTEL,$INTC,NASDAQ:INTC,NASDAQ:BRCM NASDAQ:TXN NASDAQ:QCOM ,$BRCM $TXN $QCOM 
CABOT MICROELECTRONICS,CCMP.OQ,NASDAQ:CCMP,NASDAQ:RMBS EBR:MLXS NASDAQ:INFN NASDAQ:TQNT NASDAQ:RFMD ,$RMBS MLXS.BR $INFN $TQNT $RFMD 
GENESIS PHOTONICS,3383.TW,TPE:3383,TPE:3028 TPE:3014 TPE:2340 TPE:3041 TPE:2388 ,3028.TW 3014.TW 2340.TW 3041.TW 2388.TW 
NVIDIA,$NVDA,NASDAQ:NVDA,NASDAQ:LLTC NASDAQ:MXIM NASDAQ:KLAC NASDAQ:XLNX TPE:2454 ,$LLTC $MXIM $KLAC $XLNX 2454.TW 
MICRO STAR INTERNATIONAL,2377.TW,TPE:2377,TPE:3030 TPE:3515 NASDAQ:RMBS EBR:MLXS NASDAQ:INFN ,3030.TW 3515.TW $RMBS MLXS.BR $INFN 
INTERDIGITAL,$IDCC,NASDAQ:IDCC,NASDAQ:TQNT NASDAQ:RFMD NASDAQ:CAVM NASDAQ:PMCS NASDAQ:MKSI ,$TQNT $RFMD $CAVM $PMCS $MKSI 
MICROCHIP TECHNOLOGY,$MCHP,NASDAQ:MCHP,HKG:0522 NASDAQ:MU NASDAQ:MRVL NASDAQ:LLTC NASDAQ:MXIM ,0522.HK $MU $MRVL $LLTC $MXIM 
MICRON TECHNOLOGY,$MU,NASDAQ:MU,TPE:2303 HKG:0522 NASDAQ:MRVL NASDAQ:MCHP NASDAQ:LLTC ,2303.TW 0522.HK $MRVL $MCHP $LLTC 
TAIWAN SEMICONDUCTOR MFG. CO.,2330.TW,TPE:2330,TPE:2342 TPE:1437 TPE:2426 ,2342.TW 1437.TW 2426.TW 
MICROSEMI,$MSCC,NASDAQ:MSCC,NASDAQ:MKSI NASDAQ:HITT NASDAQ:SMTC TPE:6239 TPE:2448 ,$MKSI $HITT $SMTC 6239.TW 2448.TW 
TONG HSING ELECTRONIC INDUSTRIES,6271.TW,TPE:6271,TPE:3030 TPE:3515 NASDAQ:RMBS EBR:MLXS NASDAQ:INFN ,3030.TW 3515.TW $RMBS MLXS.BR $INFN 
ATMEL,$ATML,NASDAQ:ATML,AMS:ASM NYSE:TER NASDAQ:CREE NYSE:AMD TPE:3697 ,ASMI.AS $TER $CREE $AMD 3697.TW 
KAGA ELECTRONICS,8154.T,TYO:8154,TPE:2342 TPE:1437 TPE:2426 ,2342.TW 1437.TW 2426.TW 
QUALCOMM,$QCOM,NASDAQ:QCOM,NASDAQ:BRCM NASDAQ:TXN NASDAQ:INTC ,$BRCM $TXN $INTC 
ALTERA,$ALTR,NASDAQ:ALTR,NASDAQ:XLNX TPE:2454 NASDAQ:SNDK NYSE:ADI NASDAQ:AMAT ,$XLNX 2454.TW $SNDK $ADI $AMAT 
SOITEC,SOIT.PA,EPA:SOI,TPE:3041 TPE:2388 TPE:3030 TPE:3515 NASDAQ:RMBS ,3041.TW 2388.TW 3030.TW 3515.TW $RMBS 
INTERSIL,ISIL.OQ,NASDAQ:ISIL,NASDAQ:RFMD NASDAQ:CAVM NASDAQ:IDCC NASDAQ:PMCS NASDAQ:MKSI ,$RFMD $CAVM $IDCC $PMCS $MKSI 
VISUAL PHOTONICS EPITAXY,2455.TW,TPE:2455,TPE:2388 EPA:SOI TPE:3030 TPE:3515 NASDAQ:RMBS ,2388.TW SOIT.PA 3030.TW 3515.TW $RMBS 
ELAN MICROELECTRONICS,2458.TW,TPE:2458,TPE:3515 NASDAQ:RMBS EBR:MLXS NASDAQ:INFN NASDAQ:TQNT ,3515.TW $RMBS MLXS.BR $INFN $TQNT 
MACRONIX INTERNATIONAL,2337.TW,TPE:2337,EBR:MLXS NASDAQ:INFN NASDAQ:TQNT NASDAQ:RFMD NASDAQ:CAVM ,MLXS.BR $INFN $TQNT $RFMD $CAVM 
INTERNATIONAL RECTIFIER,IRF.N,NYSE:IRF,NASDAQ:INFN NASDAQ:TQNT NASDAQ:RFMD NASDAQ:CAVM NASDAQ:IDCC ,$INFN $TQNT $RFMD $CAVM $IDCC 
GIGABYTE TECHNOLOGY,2376.TW,TPE:2376,TPE:3515 NASDAQ:RMBS EBR:MLXS NASDAQ:INFN NASDAQ:TQNT ,3515.TW $RMBS MLXS.BR $INFN $TQNT 
SONIX TECHNOLOGY CO.,5471.TW,TPE:5471,TPE:3028 TPE:3014 TPE:2340 TPE:3041 TPE:2388 ,3028.TW 3014.TW 2340.TW 3041.TW 2388.TW 
TA I TECHNOLOGY,2478.TW,TPE:2478,TPE:1437 TPE:2426 TPE:2351 TPE:3028 TPE:3014 ,1437.TW 2426.TW 2351.TW 3028.TW 3014.TW 
RAMBUS,$RMBS,NASDAQ:RMBS,EPA:SOI TPE:3030 TPE:3515 EBR:MLXS NASDAQ:INFN ,SOIT.PA 3030.TW 3515.TW MLXS.BR $INFN 
DIALOG SEMICONDUCTOR,DLGS.DE,ETR:DLG,NASDAQ:INFN NASDAQ:TQNT NASDAQ:RFMD NASDAQ:CAVM NASDAQ:IDCC ,$INFN $TQNT $RFMD $CAVM $IDCC 
TYNTEK,2426.TW,TPE:2426,TPE:2342 TPE:1437 TPE:2351 TPE:3028 TPE:3014 ,2342.TW 1437.TW 2351.TW 3028.TW 3014.TW 
LAM RESEARCH,$LRCX,NASDAQ:LRCX,NYSE:AMD TPE:3697 NYSE:LSI TPE:2303 HKG:0522 ,$AMD 3697.TW $LSI 2303.TW 0522.HK 
ZENITRON,3028.TW,TPE:3028,TPE:2426 TPE:2351 TPE:3014 TPE:2340 TPE:3041 ,2426.TW 2351.TW 3014.TW 2340.TW 3041.TW 
OMNIVISION TECHNOLOGIES,OVTI.OQ,NASDAQ:OVTI,TPE:3515 NASDAQ:RMBS EBR:MLXS NASDAQ:INFN NASDAQ:TQNT ,3515.TW $RMBS MLXS.BR $INFN $TQNT 
REALTEK SEMICONDUCTOR,2379.TW,TPE:2379,EBR:MLXS NASDAQ:INFN NASDAQ:TQNT NASDAQ:RFMD NASDAQ:CAVM ,MLXS.BR $INFN $TQNT $RFMD $CAVM 
ON SEMICONDUCTOR,ONNN.OQ,NASDAQ:ONNN,NASDAQ:ATML NASDAQ:CREE NYSE:AMD TPE:3697 NYSE:LSI ,$ATML $CREE $AMD 3697.TW $LSI 
WALTON ADVANCED ENGINEERING,8110.TW,TPE:8110,TPE:2426 TPE:2351 TPE:3028 TPE:3014 TPE:2340 ,2426.TW 2351.TW 3028.TW 3014.TW 2340.TW 
GLOBAL MIXED MODE TWD10,8081.TW,TPE:8081,TPE:2342 TPE:1437 TPE:2426 ,2342.TW 1437.TW 2426.TW 
ANALOG DEVICES,$ADI,NYSE:ADI,TPE:2454 NASDAQ:SNDK NASDAQ:ALTR NASDAQ:AMAT NASDAQ:BRCM ,2454.TW $SNDK $ALTR $AMAT $BRCM 
SANDISK,$SNDK,NASDAQ:SNDK,NASDAQ:XLNX TPE:2454 NASDAQ:ALTR NYSE:ADI NASDAQ:AMAT ,$XLNX 2454.TW $ALTR $ADI $AMAT 
ADVANCED MICRO DEVICES,$AMD,NYSE:AMD,NYSE:TER NASDAQ:ATML NASDAQ:CREE TPE:3697 NYSE:LSI ,$TER $ATML $CREE 3697.TW $LSI 
FORMOSA EPITAXY INCORPORATION,3061.TW,TPE:3061,TPE:2340 TPE:3041 TPE:2388 EPA:SOI TPE:3030 ,2340.TW 3041.TW 2388.TW SOIT.PA 3030.TW 
ADVANCED SEMICONDUCTOR ENGINEERING,2311.TW,TPE:2311,NYSE:LSI NASDAQ:LRCX TPE:2303 HKG:0522 NASDAQ:MU ,$LSI $LRCX 2303.TW 0522.HK $MU 
SANKEN ELECTRIC,6707.T,TYO:6707,TPE:2342 TPE:1437 TPE:2426 ,2342.TW 1437.TW 2426.TW 
FORMOSA ADVANCED TECHNOLOGIES,8131.TW,TPE:8131,TPE:3041 TPE:2388 EPA:SOI TPE:3030 TPE:3515 ,3041.TW 2388.TW SOIT.PA 3030.TW 3515.TW 
OPTO TECH,2340.TW,TPE:2340,TPE:2351 TPE:3028 TPE:3014 TPE:3041 TPE:2388 ,2351.TW 3028.TW 3014.TW 3041.TW 2388.TW 
ADVANTEST,6857.T,TYO:6857,TPE:2342 TPE:1437 TPE:2426 ,2342.TW 1437.TW 2426.TW 
MKS INSTRUMENTS,$MKSI,NASDAQ:MKSI,NASDAQ:CAVM NASDAQ:IDCC NASDAQ:PMCS NASDAQ:HITT NASDAQ:MSCC ,$CAVM $IDCC $PMCS $HITT $MSCC 
CREE,$CREE,NASDAQ:CREE,AMS:ASM NYSE:TER NASDAQ:ATML NYSE:AMD TPE:3697 ,ASMI.AS $TER $ATML $AMD 3697.TW 
TOKYO ELECTRON,8035.T,TYO:8035,TPE:2342 TPE:1437 TPE:2426 ,2342.TW 1437.TW 2426.TW 
TOKYO OHKA KOGYO,4186.T,TYO:4186,TPE:2342 TPE:1437 TPE:2426 ,2342.TW 1437.TW 2426.TW 
ITE,3014.TW,TPE:3014,TPE:2426 TPE:2351 TPE:3028 TPE:2340 TPE:3041 ,2426.TW 2351.TW 3028.TW 2340.TW 3041.TW 
TOKYO SEIMITSU,7729.T,TYO:7729,TPE:2342 TPE:1437 TPE:2426 ,2342.TW 1437.TW 2426.TW 
CAVIUM,$CAVM,NASDAQ:CAVM,NASDAQ:TQNT NASDAQ:RFMD NASDAQ:IDCC NASDAQ:PMCS NASDAQ:MKSI ,$TQNT $RFMD $IDCC $PMCS $MKSI 
ORIENT SEMICONDUCTOR ELECTRONICS,2329.TW,TPE:2329,TPE:2342 TPE:1437 TPE:2426 TPE:2351 TPE:3028 ,2342.TW 1437.TW 2426.TW 2351.TW 3028.TW 
PMC SIERRA,$PMCS,NASDAQ:PMCS,NASDAQ:CAVM NASDAQ:IDCC NASDAQ:MKSI NASDAQ:HITT NASDAQ:MSCC ,$CAVM $IDCC $MKSI $HITT $MSCC 
MARVELL TECHNOLOGY GROUP,$MRVL,NASDAQ:MRVL,HKG:0522 NASDAQ:MU NASDAQ:MCHP NASDAQ:LLTC NASDAQ:MXIM ,0522.HK $MU $MCHP $LLTC $MXIM 
RENESAS ELECTRONICS,6723.T,TYO:6723,TPE:2342 TPE:1437 TPE:2426 ,2342.TW 1437.TW 2426.TW 
SIGURD MICROELECTRONICS,6257.TW,TPE:6257,TPE:3014 TPE:2340 TPE:3041 TPE:2388 EPA:SOI ,3014.TW 2340.TW 3041.TW 2388.TW SOIT.PA 
EPISTAR,2448.TW,TPE:2448,NASDAQ:SMTC TPE:6239 NASDAQ:CRUS NASDAQ:CYMI AMS:ASM TPE:2342 ,$SMTC 6239.TW $CRUS $CYMI ASMI.AS 2342.TW 
WELTREND SEMICONDUCTOR,2436.TW,TPE:2436,TPE:2342 TPE:1437 TPE:2426 TPE:2351 TPE:3028 ,2342.TW 1437.TW 2426.TW 2351.TW 3028.TW 
ORISE TECHNOLOGY,3545.TW,TPE:3545,TPE:1437 TPE:2426 TPE:2351 TPE:3028 TPE:3014 ,1437.TW 2426.TW 2351.TW 3028.TW 3014.TW 
SILICON LABORATORIES,SLAB.OQ,NASDAQ:SLAB,NASDAQ:HITT NASDAQ:MSCC NASDAQ:SMTC TPE:6239 TPE:2448 ,$HITT $MSCC $SMTC 6239.TW 2448.TW 
KING YUAN ELECTRONICS,2449.TW,TPE:2449,TPE:3030 TPE:3515 NASDAQ:RMBS EBR:MLXS NASDAQ:INFN ,3030.TW 3515.TW $RMBS MLXS.BR $INFN 
SILICONWARE PRECISION INDUSTRIES CO,2325.TW,TPE:2325,NASDAQ:ATML NASDAQ:CREE NYSE:AMD TPE:3697 NYSE:LSI ,$ATML $CREE $AMD 3697.TW $LSI 
MAXIM INTEGRATED PRODUCTS,$MXIM,NASDAQ:MXIM,NASDAQ:MRVL NASDAQ:MCHP NASDAQ:LLTC NASDAQ:NVDA NASDAQ:KLAC ,$MRVL $MCHP $LLTC $NVDA $KLAC 
APPLIED MATERIALS,$AMAT,NASDAQ:AMAT,NASDAQ:SNDK NASDAQ:ALTR NYSE:ADI NASDAQ:BRCM NASDAQ:TXN ,$SNDK $ALTR $ADI $BRCM $TXN 
TOPCO SCIENTIFIC,5434.TW,TPE:5434,TPE:3028 TPE:3014 TPE:2340 TPE:3041 TPE:2388 ,3028.TW 3014.TW 2340.TW 3041.TW 2388.TW 
GREATEK ELECTRONICS,2441.TW,TPE:2441,EPA:SOI TPE:3030 TPE:3515 NASDAQ:RMBS EBR:MLXS ,SOIT.PA 3030.TW 3515.TW $RMBS MLXS.BR 
CIRRUS LOGIC,$CRUS,NASDAQ:CRUS,NASDAQ:SMTC TPE:6239 TPE:2448 NASDAQ:CYMI AMS:ASM ,$SMTC 6239.TW 2448.TW $CYMI ASMI.AS 
ELITE SEMICONDUCTOR MEMORY TECH.,3006.TW,TPE:3006,TPE:3028 TPE:3014 TPE:2340 TPE:3041 TPE:2388 ,3028.TW 3014.TW 2340.TW 3041.TW 2388.TW 
RF MICRO DEVICES,$RFMD,NASDAQ:RFMD,NASDAQ:INFN NASDAQ:TQNT NASDAQ:CAVM NASDAQ:IDCC NASDAQ:PMCS ,$INFN $TQNT $CAVM $IDCC $PMCS 
CYMER,$CYMI,NASDAQ:CYMI,TPE:6239 TPE:2448 NASDAQ:CRUS AMS:ASM NYSE:TER ,6239.TW 2448.TW $CRUS ASMI.AS $TER 
STMICROELECTRONICS,STM.MI,BIT:STM,TPE:2342 TPE:1437 TPE:2426 ,2342.TW 1437.TW 2426.TW 
CYPRESS SEMICONDUCTOR,CY.OQ,NASDAQ:CY,NASDAQ:MSCC NASDAQ:SMTC TPE:6239 TPE:2448 NASDAQ:CRUS ,$MSCC $SMTC 6239.TW 2448.TW $CRUS 
KINSUS INTERCONNECT TECHNOLOGY,3189.TW,TPE:3189,NASDAQ:RFMD NASDAQ:CAVM NASDAQ:IDCC NASDAQ:PMCS NASDAQ:MKSI ,$RFMD $CAVM $IDCC $PMCS $MKSI 
