Id,Title,Category,Address,Autopopulate,Industry,Geography,Profession
5048a2a8db46675725004d77,FT: News,Podcast,http://podcast.ft.com/rss/29/,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
5048a2a8db46675725004daa,FT: Science with Clive Cookson,Podcast,http://podcast.ft.com/rss/43/,,Technology,"Australia,Belgium,Canada,France,Germany,Hong Kong,India,Italy,Japan,Netherlands,New Zealand,Portugal,Taiwan,United Kingdom,United States","Asset Management,Debt,Equities,Investment Banking"
5048a2b0db46675725005747,FT: Short View,Podcast,http://video.ft.com/services/rss/short-view,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
5048a2afdb46675725005694,FT: Trading Room,Podcast,http://video.ft.com/services/rss/ft-trading-room,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
4ed0d8cf7b3fc62cf5000a2c,FT: US Daily View,Podcast,http://video.ft.com/services/rss/us-daily-view,,All Sectors,United States,"Asset Management,Debt,Equities,Investment Banking"
5048a2b0db46675725005774,FT: View from the Top,Podcast,http://video.ft.com/services/rss/view-from-the-top,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
5048a2afdb466757250056b2,FT: Wealth,Podcast,http://video.ft.com/services/rss/ft-wealth,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
5048a2b0db46675725005792,FT: World,Podcast,http://video.ft.com/services/rss/world,Yes,"All Sectors,Basic Materials,Consumer Gooods & Services,Financials,Health Care,Industrials,Oil & Gas,Sovereigns & Public Finance,Technology,Telecommunications,Utilities","Australia,Belgium,Canada,France,Germany,Hong Kong,India,Italy,Japan,Netherlands,New Zealand,Portugal,Taiwan,United Kingdom,United States","Asset Management,Debt,Equities,Investment Banking"
5048a2a8db46675725004dd4,FT: World Weekly with Gideon Rachman,Podcast,http://podcast.ft.com/rss/45/,,All Sectors,United Kingdom,"Asset Management,Debt,Equities,Investment Banking"
5048a2b0db466757250057b0,ilSole24Ore: Multimedia Video,Podcast,http://video.ilsole24ore.com/RSS/,,All Sectors,Italy,"Asset Management,Debt,Equities,Investment Banking"
